Gene	D10_oocyte	D14_oocyte	8w_oocyte	MII_oocyte	PN5_zygote	2cell_early	2cell_late	4cell	8cell	ICM
Sec13	209.164	242.01	221.639	283.22	193.054	167.167	62.2642	59.0536	151.799	163.765
Ghrl	0	0	0	0	0	0	0	0	0.430108	0
Slc6a1	0	0	0	0	0	0	0	0	0	0
Irak2	0.119829	0.124025	0.0515012	0.0220502	0.197007	0.180263	8.23163	9.64797	12.0039	6.80758
Slc6a11	0	0	0	0.0322528	0	0.0218799	0	0	0	0
Vgll4	16.9228	19.7001	9.63661	18.1153	12.1291	5.41516	4.76782	0.858789	3.09993	1.08376
Tamm41	28.4874	34.8183	24.4644	11.0697	10.7114	18.1671	4.4439	1.97327	6.61613	15.1574
Atp2b2	0.0497534	0.0514348	0.0267716	0	0.010256	0.0374179	0.0304395	0	0.01956	0.0321198
Hrh1	0.0315272	0.156571	0.101689	0	0	0.0315526	0	0	0.0371412	0
Atg7	11.1888	10.397	5.61167	3.12921	2.56242	2.57941	3.46154	16.1139	42.3111	5.93506
Syn2	0	0	0	0	0	0.0167471	0.277653	0	0.0566872	0
Timp4	0	0	0	0	0	0	0.144918	0	0	0
Tsen2	4.79774	2.89142	2.82052	0.0821258	0.368042	0.39162	7.47643	31.7898	32.8384	8.90624
Mkrn2os	0.319557	0.488711	5.06791	3.21401	5.05561	2.12502	8.16525	15.972	15.8759	0
Pparg	13.7831	14.1167	34.1367	14.4071	13.3262	9.42687	1.75873	0.433541	0	0.0291415
Efcab12	8.89954	10.2988	12.7595	26.3208	16.6367	9.11183	11.1082	5.4438	0.191755	0.22731
Mbd4	4.44753	5.27297	4.82039	6.80337	7.08788	4.98935	6.43763	6.2271	3.95849	4.08038
Cand2	0.0531816	0.013198	0.0617916	0	0.0262948	0.021318	0.257592	0.753272	0.585205	1.03824
Rpl32	487.643	619.362	680.534	45.6754	99.3275	86.3873	390.547	1207.12	3904.12	4031.24
Snora7a	0	0	0	0	0	57533.1	0	0	0	0
Rho	0.037426	0.116194	0.277518	0.227398	0.369306	0.233911	0.096004	0.0287952	0	0
Mkrn2	50.357	56.7364	47.6623	19.9318	35.4502	44.6684	99.924	93.2297	50.9909	21.5984
Raf1	89.6102	108.931	173.533	344.733	251.869	293.918	279.298	91.8217	38.772	61.9256
Plxnd1	0.240403	0.318801	0.107055	0.239219	0.133292	0.207815	0.237358	0	0.182507	0.0321103
Ift122	15.0063	12.9374	17.4115	17.1828	13.7874	7.67488	1.4648	1.12196	0.709812	2.60841
Tmcc1	0.626983	0.715211	0.691985	2.16444	1.75026	2.21463	2.6794	2.38217	0.54054	0.775597
Tmem40	0	0.235092	0.119916	0	0	0.320286	0	1.0789	0	2.02717
Fam21	20.6907	22.1583	21.8652	38.6671	32.8496	22.3476	12.9972	19.7448	56.3808	22.6079
H1foo	3329.17	3619.94	4586.27	7997.47	1003.76	469.879	54.8391	9.56113	3.36137	1.64556
Alox5	0.087046	0.135165	0.0140258	0.0480152	0.0536406	0.500108	5.01348	0.669593	0.529313	0
Olfr211	0	0	0	0	0	0	0	0	0	0
Olfr212	0	0	0	0	0	0	0	0	0.0181941	0
Olfr213	0	0	0	0	0	0.0402468	0	0	0	0
Olfr214	2.02786	2.00695	5.77794	6.80068	5.83928	6.51946	0.980174	0.679721	0.262607	0
Olfr215	0	0	0	0	0	0	0	0	0	0
Zfand4	1.10071	0.598661	0.380163	1.08632	0.643739	0.864621	2.19393	1.91713	0.190161	0.395928
Tmem72	15.3753	17.4858	15.7387	10.24	18.4431	19.5955	4.65651	1.03052	0.0426278	0.070111
March8	1.14851	0.50436	0.961413	2.00963	1.28819	1.55295	1.86613	0.59417	0.872479	0.21333
Rassf4	0	0	0.0468167	0.0201132	0.0784604	0.0590665	0.186304	0.0418688	0.0213781	0.147461
Mir7043	0	0	0	0	0	0	0	0	0	0
8430408G22Rik	0	0	0	0	0	0	0	0	0	0
1700030F04Rik	0	0	0.302443	0	0	0	0	0	0	0
Zfp637	8.58674	4.35716	0.71526	0.150798	0.424822	3.23739	20.9543	25.3226	28.1619	18.9892
Zfp422	0.590004	0.482552	0.245428	0.189201	0.117367	0.268324	0.0679353	0.981085	0.463129	0
Zfp239	0.0471672	0.0293017	0	0.0259966	0	0.352086	4.01022	13.1967	5.71893	0.779901
Cxcl12	0	0	0	0	0	0.119851	0	0.215119	0.0574197	0
Csgalnact2	0.75164	0.223158	0.0210786	0	0	0.0163501	0.203667	2.09982	1.36016	2.10141
Rasgef1a	0	0	0	0.0413451	0	0	0.0548595	0.143976	1.30738	0.434932
Mir7044	0	0	0	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	0	0	0	0
Gm30498	0	0	0	0	0	0	0	0	0	0
Fxyd4	0	0	0.581151	0.699143	1.60905	0.438527	0.323214	0	4.9537	12.691
Ret	0	0	0.0100448	0	0.0235065	0	0	0	0	0.162682
Zfp248	3.51205	2.3526	2.77101	2.07746	2.8629	2.25565	0.371281	0.0502801	0.436146	2.53107
Zfp9	0.0303137	0.0376318	0.078222	0.0335414	0.0374258	0.0758551	1.4005	0.326598	0.52381	2.07254
Bms1	130.185	132.757	120.729	63.7399	93.7592	21.9274	9.36887	29.3481	22.7056	24.407
Ankrd26	6.05912	3.9635	5.70184	13.9785	10.7438	8.1818	6.15518	1.13195	0.813063	1.48481
Adipor2	2.21738	1.52511	1.7301	1.34289	1.83132	1.82213	2.74685	2.51354	1.14149	1.98483
Cacna2d4	0	0	0	0	0	0	0.0073087	0	0	0
Lrtm2	0.0530325	0	0	0	0	0	0	0	0	0
Wnt5b	0	0.0754487	0	0	0	0.0756224	0.088781	0	0.04755	0.141052
Fbxl14	1.53995	1.98099	1.1652	0.41845	1.00278	1.05126	1.31434	0.861949	0.461904	0.661589
3110021A11Rik	0.107631	0.13487	0	0.114357	0	0	0	1.72914	0.166662	0
Erc1	1.37887	1.23995	0.98951	1.3182	1.38246	0.904111	2.29242	3.40652	1.51849	3.72064
Hnrnpf	129.272	136.069	112.786	209.346	195.14	159.005	170.037	293.178	375.366	299.006
Ninj2	446.33	586.525	708.86	34.7234	224.712	133.962	15.1406	1.32262	1.08751	0.25127
B4galnt3	0.867672	0.76981	0.439466	0.661269	0.764062	0.48523	0.756807	0.444997	0.162123	1.87264
Cacna1c	0.00885508	0.00549042	0.0200228	0.00492258	0.0219274	0.0355545	0.00650529	0.00340961	0.0174171	0
4931430N09Rik	0	0	0	0	0	0	0	0	0	0
Dcp1b	0.291909	0.521082	0.352936	0.362863	0.405114	0.492654	0.0267448	0	0	0.127211
Rad52	14.684	16.5119	22.4512	8.23514	23.2194	20.4671	5.73557	16.1912	7.51775	4.33629
Il17ra	4.3515	5.27194	2.6963	4.28575	0.960071	0.426598	4.23303	4.53413	1.5504	3.22061
Cecr6	0	0	0	0	0	0.0180329	0.00880516	0	0	0
Cecr5	7.79215	8.1976	3.1805	1.58165	1.22284	1.27341	2.39643	0.580451	0.0537614	2.34049
1700072O05Rik	0	0	0	0	0	0	0.222566	0.828892	0	0
Slc25a18	0	0.0647971	0.0333803	0	0.127171	0	0.0379048	0.119775	0.487327	0.322368
Cecr2	28.7483	23.6079	25.2724	51.346	42.6684	25.1132	25.4506	27.2483	14.5994	6.15371
Atp6v1e1	190.228	247.738	242.235	18.1813	91.441	90.7068	120.462	169.816	306.364	160.314
Ccdc77	6.59164	5.11939	3.26572	5.51124	3.83272	2.54989	15.1281	16.008	12.0611	5.28796
Kdm5a	3.15538	2.20014	0.513802	0.191411	0.365789	0.316795	7.53493	19.2323	8.43447	6.33256
Bid	0.902129	0.302109	0.91529	0.837292	0.42618	1.26112	25.0036	38.8736	34.8175	3.38735
Bcl2l13	6.60162	6.63776	7.94695	15.36	10.1007	7.8039	19.0439	26.1062	14.8192	6.8606
Wnk1	11.9455	12.6475	10.0467	17.6899	13.5115	12.5503	30.2245	34.399	25.1374	10.0996
Mir706	0	0	0	0	0	0	0	0	0	0
Tuba8	0	0.0610031	0.0314483	0	0.119856	0.0971685	0.785711	0	0	0.341528
Pex26	3.29001	3.76014	3.8431	6.33636	2.43398	0.801651	0.574006	0.0669249	0.614783	0.718619
Usp18	0	0	0	0	0.0460992	0.654034	0.274423	0.0577262	0	0
Slc6a13	0.0297962	0	0.306937	0.0327541	0.219872	0.430781	0.0435959	0.0229086	0.163447	0
Slc6a12	0.656605	0.513695	0.329041	0	0.239614	0.0364239	0	0	0.209808	0
A2m	0	0	0	0	0	0.0439837	0.0368188	0	0	0
Mug1	0.0125868	0.0208286	0	0	0.0155504	0.00210119	0	0	0	0
Mug2	0	0.0481185	0.00833938	0	0	0.00215717	0	0	0	0
Gm10319	0	0	0	0	0	0.0261926	0.770457	0.703378	0	0
Mug-ps1	0.0250238	0.103522	0.00807437	0	0.0463745	0.0271534	0	0	0	0
Klrg1	0.0523516	0	0.100808	0	0	0.207561	0.0381569	0	0	0
M6pr	25.1009	28.4231	25.5692	3.27937	19.0817	20.9601	43.0473	77.2004	84.5818	77.5913
Mical3	5.48593	3.66428	3.70127	2.07435	1.41556	1.74202	5.0034	16.811	17.4575	3.06034
Iqsec3	0	0	0	0	0.0107973	0.00419568	0	0	0	0.00676368
Rimklb	16.3803	17.2366	18.9825	34.8664	27.9	39.0313	86.7568	88.3049	36.2569	1.41829
Mfap5	0.0999162	0.684601	0.160383	0.163288	0.183353	0.470714	40.5854	81.1576	31.1754	2.51622
Aicda	0	0	0	0	0	0.209652	1.84525	4.05892	0.185301	0
Gdf3	0	0	0	0	0.0749534	0.106341	3.96833	3.46787	15.7137	73.7264
Apobec1	0	0	0.0185872	0	0	0.0863698	1.66861	1.62029	0.407247	0.424953
Slc2a3	0.0749938	0.0744773	0.0677317	0.0331939	0.0370369	0.180161	4.36677	1.39666	14.5611	11.312
Phc1	20.9574	19.4373	25.6815	12.3386	16.365	12.5611	5.37799	2.3293	4.34404	6.79907
Nanog	0.0325438	0	0	0	0	0.086269	0.589858	4.93665	28.2706	203.048
Dppa3	1284.06	1553.63	1444.13	1686.31	1723.22	2483.3	2134.78	1776.09	1839.68	569.7
C3ar1	0	0	0	0	0.0169432	0.0137363	0	0.0105581	0	0
Necap1	13.089	9.12264	7.43961	0.521392	2.07276	2.74382	19.0464	41.2742	51.186	33.0491
Clec4a1	0	0	0.0848276	0	0.107833	0.0218554	0	2.02804	0.963374	32.4648
Clec4a4	0	0	0	0	0	0.0347455	0	0	0	0
Foxj2	1.97757	2.82223	1.95582	1.61147	1.6891	1.39271	6.53835	3.80107	0.0457093	0.0720964
Mir7231	0	0	0	0	0	0	0	0	0	0
Clec4b2	0	0.0937805	0.0480488	0	0.0912616	0.295943	0.163575	0	0	0
Clec4b1	0	0.18643	0	0	0	0	0	0	0	0
Clec4a3	0	0	0	0	0	0.0316964	0	0	0.100011	1.17837
Clec4a2	0	0	0	0	0	0	0	0	0	0
Clec4e	0	0	0	0	0	0	0	0	0	0
Vmn2r19	0	0	0	0	0	0	0	0	0	0
Vmn2r20	0	0	0	0	0	0	0	0	0	0
Vmn2r21	0	0	0	0	0	0	0	0	0	0
Clec4d	0	0	0	0	0	0	0	0	0	0
Clec4n	0	0.0824677	0	0	0	0	0	0	0	0
Vmn2r22	0	0	0	0	0	0	0	0	0	0
Vmn2r23	0	0	0	0	0	0	0	0	0	0
Vmn2r24	0	0	0	0	0	0	0	0	0	0
Vmn2r25	3.28787	2.24618	5.623	8.56548	8.96073	10.1075	4.91566	0.307929	0	0.0563983
Vmn2r26	0.275	0.286426	0.294439	0.106957	0.303838	0.377569	0.236899	0.00933119	0	0
Vmn2r27	0	0	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0.117435	0.175277	0	0	0
Clstn3	0	0	0.0191007	0	0.0365571	0.00740944	0.575406	0.501278	1.02326	0.481689
C1rl	0.243397	0.226733	0.379192	0.604566	0.750237	0.364941	0.118894	0	0	0.864284
C1ra	0	0	0.158373	0	0	0	0	0	0	0
C1rb	0.0295385	0	0	0	0	0.0441811	0	0.113554	0	0
C1s2	0.593953	0.28939	0.385241	0	0.114782	0.337328	7.67333	2.8665	0.511598	0.198505
Cd163	0.0133489	0	0.0689113	0.0295659	0.0164886	0.113632	0.127304	0.0102741	0	0
C1s1	0.0175527	0	0.0226295	0	0	0.147362	0.360096	0.175551	0.303049	0.0326392
Lpcat3	4.24786	2.87719	1.41872	0.220302	0.749544	1.25425	6.93952	20.8737	74.6618	79.532
Emg1	137.115	165.594	228.933	5.85832	32.7325	13.9638	118.921	323.524	297.033	139.049
Mir141	0	0	0	0	0	0	0	0	0	0
Phb2	147.789	176.523	191.938	40.2542	61.8937	66.8346	64.8667	187.074	309.079	388.362
Mir200c	0	0	0	0	0	0	0	0	0	0
Grcc10	19.7385	25.5636	24.287	8.83424	10.7158	7.94315	19.0664	9.54164	7.58835	93.2789
Atn1	0.25445	0.265955	0.224676	0.548702	0.430086	0.415737	4.04085	7.07081	20.5697	14.5304
Lrrc23	0	0.0603507	0	0	0	0.0480738	0.282697	0	0.378584	0.0750872
Pex5	27.3477	27.8074	10.83	4.75997	6.17253	2.98087	3.45527	3.71151	13.9125	25.4144
Usp5	23.0223	25.7125	22.7215	2.76444	6.17364	2.7318	7.88297	11.2817	28.8467	72.194
Eno2	0	0	0	0	0	0.0128397	0.0322664	0	0.483994	0.702928
Spsb2	0.190009	0.237029	0.0811865	0	0	0	1.15201	0.680277	0.0987485	7.95116
Tpi1	54.6512	72.6363	73.1116	11.2038	54.304	56.3484	38.1607	12.9181	6.17013	69.119
Gnb3	0.071436	0.133298	0	0.156643	0	0.0355581	0.104419	0.0549023	0.0559284	0
Ptpn6	6.50858	15.9797	15.322	4.84775	7.08293	3.88022	2.16266	2.1417	8.68669	8.59861
Cdca3	33.8316	39.1706	42.6754	131.805	76.9688	86.6711	123.011	84.4795	115.3	109.129
Leprel2	0	0.082683	0	0.0244709	0	0.0221652	0.162507	0.216165	0.0870314	0
Gpr162	0	0	0	0	0	0	0.033929	0	0.036342	0
Cd4	0.117975	0.0244204	0.836659	0.553666	1.1396	0.334178	0.662794	0.0756364	0.10803	0
Ptms	0.390895	1.05671	0.500937	0.352539	0.158774	0.901029	1.51632	0.549736	0.863141	2.5748
Lag3	0	0	0	0	0	0	0.663254	0.498023	0.0253743	0
Zfp384	0.920037	0.596606	0.38246	0.12835	0.491075	0.344135	1.23957	1.02918	0.623352	1.73599
Cops7a	96.1211	93.8273	93.1687	12.0658	36.9856	48.5709	75.4645	120.705	256.362	243.979
Ing4	6.59509	6.58843	2.94305	0.780769	2.57488	2.49455	16.9754	31.7874	41.4693	17.598
Pianp	0	0	0	0	0	0.140853	0.0689065	0	0	1.08499
Mlf2	212.347	229	196.949	159.079	178.076	218.97	174.205	188.05	916.527	402.28
Chd4	5.51837	6.06956	5.48875	11.978	11.7129	7.65553	7.42898	5.07473	9.14471	11.9591
Mir7045	0	0	0	0	0	0	0	0	0	0
Nop2	14.7564	10.5652	4.59396	0.130542	1.4297	2.1999	75.8719	135.026	108.793	56.7936
Lpar5	0	0.0632232	0	0	0	0.0503204	1.47988	9.89687	13.0011	4.56141
Acrbp	0.194749	0	0.185875	0.0629265	0	0.315513	1.34744	1.06758	1.81569	14.0936
Mrpl51	8.76688	10.4626	11.4159	2.91909	5.13614	5.91022	28.6198	63.2917	62.3021	64.7694
Ncapd2	2.28425	2.68969	2.42728	3.40202	2.3796	1.80537	12.3077	19.69	9.27023	28.0118
Scarna10	0	0	0	0	0	0	0	0	0	0
Gapdh	30.7796	34.8207	9.43179	7.52676	10.1792	7.55128	18.0592	10.953	4.24875	107.291
4930417O13Rik	0	0	0	0	0	0.104105	0	0	0	0
Iffo1	6.09501	6.3259	7.56859	1.89593	4.30672	2.05051	2.40368	1.07399	0.219093	4.1784
Vamp1	0.60815	0.615612	0.870651	0.422287	0.860392	0.539803	0.676115	0.121279	0.335213	0.179001
Ltbr	0	0	0	0	0	0	0	0	0.16876	0.858239
Tuba3a	104.609	85.4439	320.387	77.2706	100.269	30.4675	34.9353	26.7867	10.4923	6.11138
Tnfrsf1a	0.0297152	0	0.0573947	0	0	0.0296289	0.260867	0.616854	0.139718	0.506505
Scnn1a	0.309096	0.127931	0	0.0189833	0.0211895	0.0257683	0	0.0132133	0	0
Plekhg6	0	0	0	0	0	0	0.340685	0.326595	0.364905	0.172281
Cd9	294.499	248.82	144.404	7.67372	48.6956	32.8005	96.2424	147.543	651.839	463.456
Vwf	0.0128286	0	0.173998	0.042751	0.047625	0.141574	0.0235533	0.0395122	0	0
Tapbpl	0.0311023	0	0.0800836	0	0	0.046501	0.0227485	0.0956433	0.024368	0.0481957
E130112N10Rik	1.05614	0.197414	1.45739	0.172383	0.903771	0.471018	0.19243	0.121621	0.0824669	0.0409193
Cd27	0.130124	0.269993	0.390031	0.250328	0.28157	0.215467	0.503831	0	0	0
Mir8113	0	0	0	0	0	0	0	0	0	0
Ano2	1.07435	1.14586	3.96318	2.88817	2.5314	2.48141	0.721283	0.0931589	0.309011	0.0234458
Gm10415	0	0	0	0	0	0	0	0	0	0
Kcna5	0.182887	0.302874	0.157198	0.0224326	0	0.010156	0	0	0.0159478	0
Kcna1	0.227286	0.242751	0.179421	0.301581	0.375022	0.551076	0.319932	0.0486143	0	0
Ndufa9	129.848	151.602	120.562	1.6542	6.8382	2.58351	29.1616	56.2954	170.83	158.814
Kcna6	0	0	0	0	0	0	0.00726114	0	0	0
Akap3	0.0192605	0.0239201	0.0248362	0	0	0.048144	0.0564596	0.0444551	0	0
Dyrk4	0.155512	0.154691	0.180188	0.13668	0.344146	0.294506	2.25211	3.83769	0.268049	0.0240979
Rad51ap1	10.9189	12.1735	10.5187	11.6347	8.37111	5.38093	35.4775	76.2988	29.696	18.3977
Fgf6	0	0.0744086	0.0382624	0.582602	0.291258	0.236125	0.0868779	0	0.139628	0
D6Wsu163e	25.6454	28.8749	37.871	5.1757	30.0825	15.2995	5.72121	31.0979	22.8978	4.70306
Fgf23	0	0	0	0	0.0564343	0.0915051	0.184506	0.052847	0.0359322	0
9630033F20Rik	16.3988	16.9651	8.52654	3.83887	6.94194	4.70229	32.5828	49.1027	65.2505	15.6985
D130058E03	0	0	0	0	0	0	0	0	0	0
Parp11	0.881821	1.33366	3.17493	1.82653	3.83929	3.44954	0.764138	0.913002	0.365147	0.161477
Cracr2a	0	0	0.134965	0.151738	0.171001	0.31192	2.34873	0	0	0
Prmt8	0	0	0	0	0	0	0	0	0	0
Tspan11	0	0	0	0	0	0	0	0	0	0
Mir7233	0	0	0	0	0	0	0	0	0	0
Ntf3	0.546011	0.680526	0.315323	1.54353	1.00076	1.39755	0.517164	0	0.0426208	0.164953
Ccnd2	0.0100162	0.0124278	0.646601	0	0	0.0652549	0.691042	0.300718	0.330685	0.0775962
9330179D12Rik	0	0	0	0	0	0	0	0	0	0
Tspan9	11.3696	13.3635	24.8511	39.9402	19.8704	11.0996	4.60685	1.62893	2.50566	1.49929
9330102E08Rik	7.27304	5.84011	19.9895	40.3942	26.3055	24.4589	5.2709	1.44092	0.13369	0.0959086
Tulp3	6.05739	5.16983	6.67742	13.9118	13.1497	13.6723	17.0663	4.64013	0.364742	1.85501
Foxm1	5.02676	4.90764	7.40566	2.97359	5.15041	7.89171	13.4921	7.69614	1.30404	2.40455
4933413G19Rik	0	0	0.0451034	0	0	0	0	0.594188	0	0
Itfg2	4.62956	4.04176	4.09073	0.424518	1.61078	1.81451	3.43178	9.15409	16.839	10.7642
Tead4	0.0207684	0.077391	0.0803267	0.0229221	0.0512065	0.0518933	8.79756	22.9621	61.2425	24.2274
Fkbp4	47.6198	45.2543	20.196	1.55795	4.13948	4.24647	75.7718	176.523	242.504	495.382
Nrip2	0.0402134	0	0	0	0	0.0344428	0	0.265841	0	0
Rhno1	39.0683	41.4257	47.4731	12.0364	26.9831	26.8584	33.9046	23.4296	9.53379	7.90611
BC048546	0.249381	0.0464252	1.05413	2.74195	2.0027	1.73917	1.30818	0	0	0
Klrb1	5.97953	5.96738	2.73104	0	0.789416	2.55836	0.356403	0	0	0
Clec2h	0.474153	0.257897	1.48823	3.33933	3.02519	1.55133	1.84282	0	0.0928938	0.0229605
Klrb1b	0	0	0	0	0	0	0	0	0	0
Klrb1a	0.171159	0	0.0365972	0	0	0	0.0831032	0.14645	0.564306	0
Mir7649	0	0	0	0	0	0	0	0	0	0
Gm10069	1.63603	1.5801	1.75134	2.16283	1.9456	3.08645	6.73085	6.63511	5.15334	3.21653
Pzp	0.0876235	0.0466062	0.0807806	0.0554674	0.0773261	0.137919	2.29533	3.52152	2.11963	2.05105
BC064078	0	0	0.0665069	0	0	0.102034	0.301629	0	0	1.37489
Klrb1c	0.260547	0.234518	0.866583	0.313294	0.697556	1.02613	0.277523	0.0910859	0	0.256911
Clec2f	14.7996	12.9237	32.1542	1.99938	20.7858	15.1046	2.52468	0.122169	2.58435	20.9907
Clec2e	0	0.0694885	0.108003	0	0.137574	0.0278834	0	0	0	0
Klrb1-ps1	0	0	0	0	0.273544	0.331501	0	0	0	0
BC035044	0	0	0.127128	0	0	0	0	0	0.130675	0.0368781
Clec2i	0	0	0	0	0	0	0	0.152239	0.243871	1.87001
Clec2d	0	0	0	0	0	0	0	0	0	0
Cd69	0.712475	0.469515	10.2098	6.55281	10.3788	6.91469	4.49807	0.611751	0	0
4922502D21Rik	0.0437214	0	0	0.0955316	0.0535753	0.0434342	0.0319119	0	0	0
Clec2g	0	0	0.0534293	0.121715	0.161086	0.0413836	0.424845	0	0	0.243317
Gm15987	0	0	0	0	0	0	0	0	0	0
Mir7649	0	0	0	0	0	0	0	0	0	0
2310001H17Rik	0	0	0	0	0	0	0	0	0	0.501368
Clec12a	37.4579	38.9726	33.5323	1.76581	8.39453	11.917	2.83206	0.308625	0.0449425	0
Klrb1f	0.785201	0.494042	1.36319	2.49264	2.48558	1.68341	1.11839	0	0	0.121679
Clec1a	0	0	0	0	0	0	0	0	0	0
Clec7a	0.0278661	0	0	0	0	0	0	0	0	0
Clec12b	0	0	0	0	0	0	0	0	0	0
Tmem52b	0.256239	0.45092	0.688174	0.235615	0.631679	0.810852	0.234647	0	0	0
Clec1b	0	0	0.0576107	0	0	0	0	0	0	0
Clec9a	0	0	0	0	0	0	0	0	0	0
Klre1	0	0	0	0	0	0	0	0	0	0
Klrd1	0	0	0	0	0	0	0	0	0	0
Klrc3	0	0	0	0	0	0	0	0	0	0
Olr1	0	0	0	0	0	0	0	0	0	0
1700101I11Rik	0	0	0	0	0	0.0544578	0	0	0	0
Gabarapl1	0.112524	0.0466679	0.0482469	0	0.0460365	0.130629	0.0274049	0.0288236	0.205502	3.63275
Mir680-1	0	0	0	0	0	0	0	0	0	0
Klrc2	0	0	0	0	0	0	0	0	0	0
Klri1	0	0	0	0	0	0	0	0	0	0
Klrc1	0	0	0	0	0	0	0	0	0	0
Gm156	0	0	0.0946547	0	0	0.0721997	0	0	0	0
Klri2	0	0	0	0	0	0	0	0	0	0
Klra17	0	0	0	0	0	0	0	0	0	0
Klra5	0	0	0	0	0	0	0	0	0	0
Klrk1	0	0	0.0246092	0	0.023535	0.00954017	0	0	0.0149787	0.014784
Magohb	24.4244	25.9218	36.6412	116.492	68.8792	96.327	21.4113	26.1451	60.0348	59.0277
Styk1	25.1972	16.4753	55.5247	30.8541	38.176	30.7985	3.84571	0.343265	0.0700513	0.0691262
5430401F13Rik	0	0	0	0	0	0.0912992	0	0	0	0
Klra2	0	0	0	0	0	0	0	0	0	0
Tas2r130	0	0	0	0	0	0	0	0	0	0
Tas2r107	0	0	0	0	0	0	0	0.548241	0	0
Tas2r106	0	0	0	0	0	0	0	0	0	0
Tas2r105	0	0	0	0	0	0	0	0	0	0
Tas2r104	0	0	0	0	0	0	0	0	0	0
Tas2r114	0	0	0	0	0	0	0	0	0	0
Prh1	0	0	0	0	0	0	0	0	0	0
Ybx3	15.1584	16.7662	19.3221	6.76995	13.4204	23.7739	15.7705	6.22537	20.6182	24.5506
Prp2	0	0	0	0	0	0	0	0	0	0
A630073D07Rik	0	0	0	0	0	0	0	0	0	0
Tas2r120	0	0	0	0	0	0	0	0	0	0
Tas2r122	0	0	0	0	0	0	0	0	0	0
Gm4736	0	0	0	0	0	0	1.69395e-06	0	0	0
Gm8882	0	0	0	0	0	0	0.131981	0	0	0
Prb1	0	0	0	0	0	0	0	0	0	0
Prpmp5	0	0	0	0	0	0	0	0	0	0
Tas2r121	0	0	0	0	0	0	0	0	0	0
Tas2r124	0	0	0	0	0	0	0	0	0	0
Tas2r102	0	0	0	0	0	0	0	0	0	0
Tas2r115	0	0	0	0	0	0	0	0	0	0
Tas2r136	0	0	0	0	0	0	0	0	0	0
Tas2r117	0	0	0	0	0	0	0	0	0	0
Tas2r110	0	0	0	0	0	0	0	0	0.0619635	0
Tas2r123	0	0	0	0	0	0	0	0.0610717	0	0
Tas2r116	0	0	0	0	0	0	0	0	0	0
Tas2r113	0	0	0	0	0	0	0	0	0	0
Tas2r125	0	0	0	0	0	0	0	0	0	0
Tas2r131	0	0	0	0	0	0.0869983	0.192595	0	0	0
Tas2r129	0	0	0	0	0	0	0	0	0	0
Tas2r109	0	0	0	0	0	0	0	0	0	0
Tas2r140	0	0	0	0	0	0	0	0	0	0
Tas2r103	0	0	0	0	0	0	0	0	0	0
5530400C23Rik	0.1651	0.208103	0	0	0	0	0	0	0	0
Gm5886	0	0	0	0	0	0	0	0	0	0
Gm5885	0.164606	0.622407	0	0	0	0	0	0	0	0
Etv6	0.0628754	0.0390087	0.155583	0.18591	0.349752	0.430582	4.0338	7.798	9.74414	4.12411
Kap	0	0	0	0	0	0	0	0	0	0
Bcl2l14	0.0574011	0.0356778	0	0	0	0.100187	20.1322	88.7162	109.388	10.3178
2700089E24Rik	0.124425	0.420475	0.175496	0	0.0612859	0.135838	1.77327	2.7195	1.13186	2.86466
Lrp6	7.25675	5.03556	8.96487	20.9641	15.2085	12.804	8.54433	5.07879	1.16817	1.20666
Mansc1	17.2335	24.1328	45.2668	90.5764	65.6474	49.8554	21.8177	0.591576	0.083192	0.0411044
Crebl2	0.713821	0.550545	0	0	0	0.0491521	1.33367	1.77952	0.0579137	0.324198
Klra22	0	0	0	0	0	0	0.0867839	0	0.418432	0
Klra15	0	0	0	0	0	0	1.58492e-07	0	3.45743e-08	0
Klra18	0	0	0	0	0	0	0	0	0	0
Klra4	0	0	0	0	0	0	0	0	0	0
Klra12	0	0	0	0	0	0	0	0	0.155796	0
Klra13-ps	0	0	0	0	0	0	0	0	0	0
Klra23	0	0	0	0	0	0	0	0	0	0
Klra1	0	0	0	0	0	0	1.75699e-13	0	0	0
Klra6	0	0	0	0	0	0	0	0	0	0
Klra19	0	0	0	0	0	0	0	0	0	0
Klra21	0	0	0	0	0	0	0	0	0	0
Klra8	0	0	0	0	0	0	0	0	0	0
Klra14-ps	0	0	0	0	0	0	0	0	0	0
Klra9	0	0	0	0	0	0	0	0	0	0
Klra7	0	0	0	0	0	0	0	0	0	0
Klra10	0	0	0	0	0	0	0	0	0	0
Klra3	0	0	0	0.0661386	0	0.0555662	0	0	0.0437943	0
2810454H06Rik	0.130673	0.162327	0.126333	0.0240265	0.134208	0.337297	0.638151	0.519348	0.0512645	0.0843663
Loh12cr1	96.5437	98.7124	86.1624	81.7081	82.6246	79.7703	57.7213	18.5808	9.39067	6.24164
Cdkn1b	1.83109	2.21063	1.51647	0.518432	1.77111	1.77527	0.670183	0.0201164	0.0615312	1.80374
Dusp16	15.3677	9.37323	4.24279	3.29964	6.55224	6.5463	11.1603	11.4589	3.05313	2.7095
Ddx47	44.0441	46.7713	48.8366	23.8404	23.9474	12.8147	96.9922	194.572	123.207	106.317
